order_id,customer_id,product,category,price,quantity,date,country
1039,C320,Phone,Electronics,600,1,2024-12-28,France
1040,C269,Shoes,Fashion,120,1,2024-04-18,India
1041,C869,Phone,Electronics,600,3,2024-10-30,India
1042,C484,Jacket,Fashion,150,2,2024-11-27,Germany
1043,C142,Jacket,Fashion,150,3,2024-01-19,India
1044,C435,Jacket,Fashion,150,2,2024-02-26,Germany
1045,C712,Watch,Fashion,200,2,2024-09-11,Australia
1046,C447,Headphones,Electronics,80,1,2024-01-13,Australia
1047,C084,Bag,Fashion,50,2,2024-05-23,Canada
1048,C484,Bag,Fashion,50,2,2024-08-30,Canada
1049,C720,Headphones,Electronics,80,5,2024-07-11,USA
1050,C983,Shoes,Fashion,120,3,2024-12-12,Canada
1051,C210,Jacket,Fashion,150,5,2024-12-18,Australia
1052,C706,Laptop,Electronics,800,2,2024-02-27,India
1053,C401,Watch,Fashion,200,5,2024-06-08,France
1054,C184,Jacket,Fashion,150,3,2024-03-04,France
1055,C402,Bag,Fashion,50,2,2024-08-07,India
1056,C543,Phone,Electronics,600,5,2024-07-28,Germany
1057,C570,Tablet,Electronics,300,1,2024-05-31,UK
1058,C570,Bag,Fashion,50,5,2024-01-21,UK
1059,C417,Phone,Electronics,600,1,2024-08-09,UK
1060,C026,Jacket,Fashion,150,4,2024-09-05,India
1061,C786,Laptop,Electronics,800,4,2024-08-31,Germany
1062,C895,Bag,Fashion,50,4,2024-05-30,Australia
1063,C555,Headphones,Electronics,80,2,2024-10-14,Germany
1064,C755,Shoes,Fashion,120,3,2024-06-09,UK
1065,C565,Phone,Electronics,600,1,2024-07-22,UK
1066,C389,Watch,Fashion,200,3,2024-10-11,UK
1067,C527,Tablet,Electronics,300,2,2024-10-15,UK
1068,C185,Laptop,Electronics,800,2,2024-09-10,France
1069,C847,Laptop,Electronics,800,4,2024-11-29,India
1070,C114,Laptop,Electronics,800,4,2024-12-20,USA
1071,C198,Laptop,Electronics,800,1,2024-11-04,USA
1072,C126,Laptop,Electronics,800,2,2024-01-17,India
1073,C698,Bag,Fashion,50,1,2024-01-22,Canada
1074,C640,Laptop,Electronics,800,4,2024-09-23,Germany
1075,C356,Headphones,Electronics,80,1,2024-12-12,India
1076,C144,Phone,Electronics,600,1,2024-02-07,India
1077,C865,Laptop,Electronics,800,2,2024-04-08,Australia
1078,C631,Headphones,Electronics,80,4,2024-05-20,Germany
1079,C801,Watch,Fashion,200,3,2024-11-13,India
1080,C897,Shoes,Fashion,120,3,2024-01-06,Germany
1081,C861,Bag,Fashion,50,3,2024-01-24,Canada
1082,C480,Watch,Fashion,200,5,2024-05-28,Australia
1083,C292,Bag,Fashion,50,1,2024-10-02,USA
1084,C234,Shoes,Fashion,120,4,2024-07-18,Canada
1085,C757,Laptop,Electronics,800,2,2024-02-26,France
1086,C608,Tablet,Electronics,300,4,2024-04-18,USA
1087,C516,Shoes,Fashion,120,5,2024-06-21,Australia
1088,C731,Shoes,Fashion,120,5,2024-02-15,India
1089,C144,Watch,Fashion,200,3,2024-10-03,Canada
1090,C147,Shoes,Fashion,120,4,2024-07-13,Canada
1091,C114,Watch,Fashion,200,5,2024-09-16,Australia
1092,C330,Laptop,Electronics,800,4,2024-10-05,Germany
1093,C545,Tablet,Electronics,300,4,2024-09-14,UK
1094,C754,Jacket,Fashion,150,1,2024-08-11,USA
1095,C341,Jacket,Fashion,150,1,2024-02-05,USA
1096,C402,Headphones,Electronics,80,5,2024-04-30,India
1097,C640,Laptop,Electronics,800,3,2024-11-06,Australia
1098,C876,Headphones,Electronics,80,5,2024-07-23,Australia
1099,C118,Tablet,Electronics,300,5,2024-03-18,France
1100,C477,Watch,Fashion,200,5,2024-12-29,Canada
1101,C780,Headphones,Electronics,80,4,2024-01-06,France
1102,C507,Headphones,Electronics,80,4,2024-07-27,Australia
1103,C203,Bag,Fashion,50,3,2024-11-09,Canada
1104,C205,Phone,Electronics,600,5,2024-09-05,USA
1105,C253,Shoes,Fashion,120,1,2024-12-07,Germany
1106,C709,Laptop,Electronics,800,4,2024-12-03,Canada
1107,C418,Jacket,Fashion,150,3,2024-08-08,UK
1108,C622,Bag,Fashion,50,2,2024-11-25,Germany
1109,C455,Watch,Fashion,200,2,2024-07-25,Australia
1110,C655,Jacket,Fashion,150,2,2024-05-21,Australia
1111,C542,Laptop,Electronics,800,3,2024-11-15,Germany
1112,C134,Watch,Fashion,200,4,2024-01-09,Canada
1113,C443,Headphones,Electronics,80,4,2024-11-18,Canada
1114,C785,Phone,Electronics,600,4,2024-07-26,UK
1115,C335,Headphones,Electronics,80,4,2024-02-23,India
1116,C639,Headphones,Electronics,80,5,2024-02-23,Germany
1117,C256,Laptop,Electronics,800,3,2024-08-22,Canada
1118,C847,Jacket,Fashion,150,4,2024-03-22,USA
1119,C884,Watch,Fashion,200,2,2024-03-14,USA
1120,C433,Shoes,Fashion,120,3,2024-05-24,India
1121,C515,Laptop,Electronics,800,1,2024-05-31,India
1122,C285,Jacket,Fashion,150,3,2024-02-07,Australia
1123,C125,Laptop,Electronics,800,1,2024-12-25,Australia
1124,C788,Phone,Electronics,600,2,2024-07-10,Canada
1125,C569,Tablet,Electronics,300,5,2024-02-11,India
1126,C943,Phone,Electronics,600,5,2024-12-20,USA
1127,C658,Tablet,Electronics,300,3,2024-09-01,France
1128,C624,Jacket,Fashion,150,3,2024-01-30,USA
1129,C372,Bag,Fashion,50,1,2024-11-18,Canada
1130,C369,Headphones,Electronics,80,1,2024-04-21,UK
1131,C697,Tablet,Electronics,300,5,2024-09-16,Australia
1132,C703,Tablet,Electronics,300,3,2024-05-16,France
1133,C121,Laptop,Electronics,800,5,2024-05-23,India
1134,C913,Watch,Fashion,200,2,2024-11-14,USA
1135,C196,Tablet,Electronics,300,4,2024-07-18,India
1136,C696,Watch,Fashion,200,5,2024-04-01,France
1137,C095,Headphones,Electronics,80,1,2024-05-20,India
1138,C682,Headphones,Electronics,80,3,2024-06-25,Germany
1139,C268,Bag,Fashion,50,2,2024-02-22,India
1140,C853,Tablet,Electronics,300,1,2024-01-13,Germany
1141,C523,Phone,Electronics,600,3,2024-12-23,Australia
1142,C861,Headphones,Electronics,80,3,2024-04-20,Germany
1143,C664,Jacket,Fashion,150,4,2024-10-15,USA
1144,C843,Laptop,Electronics,800,4,2024-04-24,UK
1145,C922,Phone,Electronics,600,1,2024-04-03,Australia
1146,C240,Tablet,Electronics,300,2,2024-11-03,Canada
1147,C633,Laptop,Electronics,800,5,2024-05-26,UK
1148,C801,Headphones,Electronics,80,5,2024-06-28,UK
1149,C918,Tablet,Electronics,300,1,2024-10-09,Germany
1150,C629,Shoes,Fashion,120,3,2024-05-30,France
1151,C120,Laptop,Electronics,800,2,2024-03-16,Canada
1152,C159,Laptop,Electronics,800,3,2024-02-19,UK
1153,C662,Watch,Fashion,200,3,2024-06-11,Germany
1154,C295,Headphones,Electronics,80,2,2024-10-28,UK
1155,C928,Phone,Electronics,600,2,2024-05-31,Germany
1156,C732,Tablet,Electronics,300,2,2024-08-26,Germany
1157,C908,Bag,Fashion,50,1,2024-09-14,USA
1158,C338,Bag,Fashion,50,5,2024-07-06,Canada
1159,C798,Shoes,Fashion,120,4,2024-06-29,Germany
1160,C438,Phone,Electronics,600,1,2024-04-29,France
1161,C309,Watch,Fashion,200,1,2024-01-25,UK
1162,C213,Tablet,Electronics,300,4,2024-03-08,USA
1163,C087,Phone,Electronics,600,2,2024-02-15,USA
1164,C196,Bag,Fashion,50,2,2024-05-26,India
1165,C036,Jacket,Fashion,150,1,2024-11-26,USA
1166,C356,Bag,Fashion,50,2,2024-01-08,Canada
1167,C651,Headphones,Electronics,80,4,2024-11-24,UK
1168,C497,Bag,Fashion,50,3,2024-08-10,Canada
1169,C797,Headphones,Electronics,80,1,2024-12-18,USA
1170,C391,Phone,Electronics,600,2,2024-02-13,India
1171,C757,Watch,Fashion,200,4,2024-05-15,Canada
1172,C788,Shoes,Fashion,120,5,2024-07-24,Australia
1173,C241,Tablet,Electronics,300,5,2024-04-20,Australia
1174,C628,Laptop,Electronics,800,3,2024-07-24,India
1175,C861,Jacket,Fashion,150,3,2024-11-27,Australia
1176,C254,Tablet,Electronics,300,4,2024-09-14,France
1177,C429,Phone,Electronics,600,2,2024-07-23,UK
1178,C813,Tablet,Electronics,300,1,2024-07-03,France
1179,C608,Laptop,Electronics,800,1,2024-09-10,USA
1180,C196,Watch,Fashion,200,5,2024-01-17,India
1181,C238,Bag,Fashion,50,4,2024-09-14,India
1182,C776,Shoes,Fashion,120,5,2024-10-21,Canada
1183,C391,Headphones,Electronics,80,5,2024-08-02,UK
1184,C717,Headphones,Electronics,80,4,2024-05-08,Germany
1185,C490,Tablet,Electronics,300,5,2024-07-09,France
1186,C417,Laptop,Electronics,800,5,2024-03-27,India
1187,C363,Headphones,Electronics,80,5,2024-12-12,France
1188,C276,Bag,Fashion,50,1,2024-03-01,Germany
1189,C895,Headphones,Electronics,80,4,2024-05-04,France
1190,C490,Bag,Fashion,50,4,2024-02-23,Canada
1191,C530,Tablet,Electronics,300,2,2024-02-19,USA
1192,C025,Bag,Fashion,50,4,2024-06-16,USA
1193,C695,Laptop,Electronics,800,3,2024-05-01,France
1194,C017,Shoes,Fashion,120,3,2024-11-13,Germany
1195,C019,Phone,Electronics,600,1,2024-05-12,UK
1196,C094,Tablet,Electronics,300,1,2024-09-24,UK
1197,C250,Phone,Electronics,600,4,2024-08-24,USA
1198,C212,Watch,Fashion,200,5,2024-06-01,Canada
1199,C146,Laptop,Electronics,800,1,2024-04-21,India
1200,C442,Watch,Fashion,200,5,2024-02-07,Australia
1201,C406,Bag,Fashion,50,1,2024-09-24,Canada
1202,C862,Watch,Fashion,200,4,2024-10-04,France
1203,C279,Shoes,Fashion,120,2,2024-07-18,India
1204,C186,Jacket,Fashion,150,5,2024-04-18,USA
1205,C389,Shoes,Fashion,120,3,2024-09-17,UK
1206,C769,Phone,Electronics,600,1,2024-05-28,India
1207,C120,Jacket,Fashion,150,1,2024-07-07,Australia
1208,C574,Shoes,Fashion,120,3,2024-07-15,USA
1209,C105,Tablet,Electronics,300,5,2024-11-30,Germany
1210,C353,Laptop,Electronics,800,3,2024-02-04,UK
1211,C239,Shoes,Fashion,120,2,2024-01-11,UK
1212,C591,Phone,Electronics,600,4,2024-08-09,Australia
1213,C322,Watch,Fashion,200,3,2024-07-06,India
1214,C626,Phone,Electronics,600,3,2024-06-17,Canada
1215,C540,Jacket,Fashion,150,5,2024-06-14,Australia
1216,C267,Shoes,Fashion,120,3,2024-06-05,France
1217,C129,Watch,Fashion,200,3,2024-07-24,Germany
1218,C547,Laptop,Electronics,800,1,2024-07-25,Australia
1219,C541,Laptop,Electronics,800,1,2024-08-14,Canada
1220,C989,Tablet,Electronics,300,5,2024-01-22,Canada
1221,C152,Headphones,Electronics,80,2,2024-07-24,France
1222,C779,Headphones,Electronics,80,1,2024-09-28,India
1223,C517,Headphones,Electronics,80,5,2024-07-17,UK
1224,C838,Phone,Electronics,600,2,2024-04-21,Australia
1225,C161,Shoes,Fashion,120,3,2024-10-07,UK
1226,C858,Phone,Electronics,600,1,2024-10-29,Canada
1227,C332,Shoes,Fashion,120,5,2024-03-04,Canada
1228,C362,Shoes,Fashion,120,3,2024-08-18,France
1229,C107,Phone,Electronics,600,5,2024-05-14,UK
1230,C410,Phone,Electronics,600,4,2024-07-22,UK
1231,C827,Headphones,Electronics,80,1,2024-04-09,Canada
1232,C730,Watch,Fashion,200,5,2024-11-04,Australia
1233,C204,Phone,Electronics,600,4,2024-03-26,Canada
1234,C207,Watch,Fashion,200,1,2024-06-12,Australia
1235,C588,Watch,Fashion,200,3,2024-04-21,USA
1236,C645,Phone,Electronics,600,4,2024-07-01,Canada
1237,C079,Laptop,Electronics,800,2,2024-04-09,Australia
1238,C929,Watch,Fashion,200,5,2024-07-26,UK
1239,C374,Shoes,Fashion,120,3,2024-04-09,France
1240,C078,Bag,Fashion,50,1,2024-10-27,India
1241,C282,Phone,Electronics,600,3,2024-04-15,UK
1242,C540,Laptop,Electronics,800,4,2024-03-01,USA
1243,C484,Headphones,Electronics,80,2,2024-10-06,UK
1244,C644,Phone,Electronics,600,3,2024-12-09,Canada
1245,C565,Watch,Fashion,200,3,2024-03-24,UK
1246,C893,Phone,Electronics,600,5,2024-10-29,Canada
1247,C895,Bag,Fashion,50,5,2024-11-30,India
1248,C773,Headphones,Electronics,80,1,2024-05-01,France
1249,C208,Headphones,Electronics,80,5,2024-10-27,France
1250,C151,Tablet,Electronics,300,2,2024-03-13,USA
1251,C533,Phone,Electronics,600,5,2024-04-27,Canada
1252,C618,Headphones,Electronics,80,1,2024-02-11,France
1253,C643,Tablet,Electronics,300,3,2024-08-08,France
1254,C954,Headphones,Electronics,80,1,2024-02-15,India
1255,C802,Shoes,Fashion,120,1,2024-07-28,France
1256,C084,Headphones,Electronics,80,1,2024-04-23,Australia
1257,C961,Laptop,Electronics,800,2,2024-01-04,UK
1258,C346,Bag,Fashion,50,1,2024-01-15,France
1259,C827,Tablet,Electronics,300,4,2024-03-10,Canada
1260,C217,Bag,Fashion,50,1,2024-07-05,Australia
1261,C436,Laptop,Electronics,800,3,2024-06-09,Germany
1262,C733,Shoes,Fashion,120,4,2024-09-12,India
1263,C607,Shoes,Fashion,120,5,2024-08-01,USA
1264,C183,Laptop,Electronics,800,3,2024-12-15,France
1265,C097,Laptop,Electronics,800,3,2024-05-21,USA
1266,C240,Jacket,Fashion,150,5,2024-08-14,Germany
1267,C762,Headphones,Electronics,80,3,2024-12-21,India
1268,C824,Watch,Fashion,200,2,2024-09-17,Australia
1269,C316,Bag,Fashion,50,3,2024-06-12,UK
1270,C205,Shoes,Fashion,120,5,2024-08-31,Australia
1271,C812,Jacket,Fashion,150,5,2024-07-08,France
1272,C956,Bag,Fashion,50,4,2024-04-19,Australia
1273,C291,Headphones,Electronics,80,4,2024-11-08,UK
1274,C476,Tablet,Electronics,300,1,2024-05-08,Canada
1275,C238,Laptop,Electronics,800,3,2024-05-10,India
1276,C166,Bag,Fashion,50,4,2024-12-03,Germany
1277,C487,Headphones,Electronics,80,1,2024-11-06,UK
1278,C304,Phone,Electronics,600,1,2024-06-02,Canada
1279,C360,Shoes,Fashion,120,2,2024-02-01,Australia
1280,C224,Shoes,Fashion,120,2,2024-09-11,Australia
1281,C307,Headphones,Electronics,80,5,2024-02-16,Australia
1282,C792,Tablet,Electronics,300,5,2024-05-27,Australia
1283,C737,Shoes,Fashion,120,4,2024-03-26,Australia
1284,C342,Phone,Electronics,600,3,2024-11-23,India
1285,C942,Jacket,Fashion,150,4,2024-10-21,Germany
1286,C749,Laptop,Electronics,800,2,2024-06-08,UK
1287,C187,Tablet,Electronics,300,3,2024-02-08,France
1288,C626,Phone,Electronics,600,1,2024-10-02,Canada
1289,C334,Headphones,Electronics,80,2,2024-12-13,France
1290,C990,Headphones,Electronics,80,2,2024-03-27,Australia
1291,C654,Tablet,Electronics,300,5,2024-09-23,France
1292,C098,Shoes,Fashion,120,3,2024-08-21,India
1293,C090,Jacket,Fashion,150,1,2024-11-16,Germany
1294,C596,Headphones,Electronics,80,5,2024-10-23,UK
1295,C272,Tablet,Electronics,300,5,2024-08-21,India
1296,C666,Headphones,Electronics,80,5,2024-02-10,Canada
1297,C418,Shoes,Fashion,120,5,2024-03-06,UK
1298,C674,Headphones,Electronics,80,1,2024-03-06,Germany
1299,C518,Laptop,Electronics,800,4,2024-02-14,India
1300,C431,Laptop,Electronics,800,5,2024-05-25,Germany
1301,C894,Phone,Electronics,600,2,2024-08-12,Australia
1302,C065,Shoes,Fashion,120,5,2024-12-11,France
1303,C620,Shoes,Fashion,120,1,2024-03-19,France
1304,C421,Bag,Fashion,50,2,2024-03-01,France
1305,C930,Tablet,Electronics,300,5,2024-09-26,India
1306,C045,Phone,Electronics,600,1,2024-10-31,Germany
1307,C877,Phone,Electronics,600,1,2024-11-06,Germany
1308,C684,Tablet,Electronics,300,3,2024-01-23,France
1309,C369,Headphones,Electronics,80,1,2024-06-20,USA
1310,C695,Phone,Electronics,600,3,2024-08-13,India
1311,C042,Headphones,Electronics,80,3,2024-04-28,USA
1312,C608,Phone,Electronics,600,4,2024-06-28,Australia
1313,C737,Shoes,Fashion,120,2,2024-05-26,France
1314,C566,Phone,Electronics,600,3,2024-08-25,Australia
1315,C759,Headphones,Electronics,80,4,2024-06-08,USA
1316,C886,Shoes,Fashion,120,4,2024-09-24,Canada
1317,C511,Laptop,Electronics,800,2,2024-08-21,Australia
1318,C994,Phone,Electronics,600,1,2024-06-01,Canada
1319,C132,Watch,Fashion,200,4,2024-09-04,Germany
1320,C880,Headphones,Electronics,80,4,2024-04-16,UK
1321,C642,Bag,Fashion,50,3,2024-01-08,Australia
1322,C879,Bag,Fashion,50,4,2024-01-02,USA
1323,C601,Phone,Electronics,600,1,2024-08-19,India
1324,C499,Watch,Fashion,200,4,2024-03-05,UK
1325,C618,Shoes,Fashion,120,4,2024-05-19,France
1326,C061,Shoes,Fashion,120,4,2024-04-17,Australia
1327,C709,Watch,Fashion,200,4,2024-06-12,Canada
1328,C766,Shoes,Fashion,120,2,2024-03-18,UK
1329,C844,Watch,Fashion,200,1,2024-09-16,France
1330,C212,Jacket,Fashion,150,1,2024-08-01,Germany
1331,C979,Jacket,Fashion,150,3,2024-07-10,Germany
1332,C009,Laptop,Electronics,800,2,2024-10-28,Germany
1333,C050,Watch,Fashion,200,4,2024-09-06,USA
1334,C770,Laptop,Electronics,800,5,2024-09-23,Canada
1335,C971,Laptop,Electronics,800,1,2024-11-20,India
1336,C351,Tablet,Electronics,300,4,2024-03-17,USA
1337,C327,Headphones,Electronics,80,3,2024-05-01,France
1338,C080,Bag,Fashion,50,4,2024-08-14,Australia
1339,C613,Headphones,Electronics,80,4,2024-06-03,Australia
1340,C539,Laptop,Electronics,800,4,2024-04-13,India
1341,C864,Jacket,Fashion,150,1,2024-03-25,Australia
1342,C098,Bag,Fashion,50,2,2024-05-10,Germany
1343,C798,Tablet,Electronics,300,3,2024-11-04,UK
1344,C247,Laptop,Electronics,800,5,2024-03-04,India
1345,C609,Shoes,Fashion,120,5,2024-09-05,Australia
1346,C049,Phone,Electronics,600,4,2024-05-08,UK
1347,C824,Laptop,Electronics,800,1,2024-01-05,Germany
1348,C257,Phone,Electronics,600,1,2024-03-09,Australia
1349,C267,Tablet,Electronics,300,3,2024-04-30,UK
1350,C736,Headphones,Electronics,80,1,2024-11-06,UK
1351,C693,Phone,Electronics,600,3,2024-11-02,USA
1352,C207,Headphones,Electronics,80,2,2024-06-13,Australia
1353,C528,Jacket,Fashion,150,4,2024-08-23,Australia
1354,C306,Shoes,Fashion,120,5,2024-03-02,Canada
1355,C730,Tablet,Electronics,300,3,2024-12-02,Australia
1356,C844,Watch,Fashion,200,5,2024-08-03,Australia
1357,C449,Phone,Electronics,600,5,2024-01-10,India
1358,C672,Tablet,Electronics,300,1,2024-11-15,Australia
1359,C842,Headphones,Electronics,80,2,2024-12-03,UK
1360,C954,Headphones,Electronics,80,1,2024-11-10,USA
1361,C959,Watch,Fashion,200,5,2024-08-12,UK
1362,C814,Tablet,Electronics,300,5,2024-11-26,India
1363,C640,Laptop,Electronics,800,1,2024-12-02,UK
1364,C500,Headphones,Electronics,80,2,2024-06-27,France
1365,C579,Watch,Fashion,200,1,2024-02-03,France
1366,C276,Tablet,Electronics,300,2,2024-08-28,Canada
1367,C195,Phone,Electronics,600,3,2024-10-16,France
1368,C778,Headphones,Electronics,80,2,2024-10-11,Canada
1369,C483,Headphones,Electronics,80,1,2024-01-09,France
1370,C143,Watch,Fashion,200,1,2024-07-13,Australia
1371,C600,Bag,Fashion,50,4,2024-01-04,Germany
1372,C624,Laptop,Electronics,800,3,2024-10-15,Germany
1373,C430,Phone,Electronics,600,2,2024-04-06,France
1374,C772,Bag,Fashion,50,4,2024-07-22,UK
1375,C923,Phone,Electronics,600,1,2024-08-14,UK
1376,C940,Shoes,Fashion,120,1,2024-07-20,India
1377,C619,Headphones,Electronics,80,2,2024-03-06,France
1378,C863,Phone,Electronics,600,2,2024-09-09,Germany
1379,C568,Tablet,Electronics,300,4,2024-04-28,Germany
1380,C008,Bag,Fashion,50,5,2024-01-22,India
1381,C808,Shoes,Fashion,120,3,2024-03-22,USA
1382,C875,Shoes,Fashion,120,3,2024-11-21,Germany
1383,C034,Watch,Fashion,200,1,2024-04-07,UK
1384,C698,Watch,Fashion,200,2,2024-09-23,India
1385,C680,Headphones,Electronics,80,2,2024-10-05,France
1386,C243,Bag,Fashion,50,1,2024-07-24,Canada
1387,C678,Phone,Electronics,600,1,2024-02-10,Germany
1388,C280,Watch,Fashion,200,5,2024-05-26,France
1389,C652,Shoes,Fashion,120,2,2024-12-08,France
1390,C438,Tablet,Electronics,300,2,2024-03-15,India
1391,C726,Laptop,Electronics,800,5,2024-06-18,USA
1392,C115,Bag,Fashion,50,2,2024-07-30,USA
1393,C869,Laptop,Electronics,800,4,2024-05-05,France
1394,C531,Bag,Fashion,50,3,2024-12-01,France
1395,C575,Bag,Fashion,50,3,2024-12-15,Germany
1396,C445,Headphones,Electronics,80,4,2024-10-22,Australia
1397,C409,Bag,Fashion,50,3,2024-06-30,Australia
1398,C097,Bag,Fashion,50,1,2024-12-29,Australia
1399,C447,Jacket,Fashion,150,4,2024-06-25,Australia
1400,C042,Headphones,Electronics,80,5,2024-02-22,USA
1401,C617,Tablet,Electronics,300,2,2024-10-19,France
1402,C601,Bag,Fashion,50,4,2024-03-18,UK
1403,C185,Watch,Fashion,200,3,2024-08-24,France
1404,C453,Watch,Fashion,200,3,2024-10-17,India
1405,C046,Watch,Fashion,200,5,2024-08-31,USA
1406,C597,Watch,Fashion,200,1,2024-05-30,Canada
1407,C963,Jacket,Fashion,150,4,2024-01-29,Canada
1408,C422,Bag,Fashion,50,3,2024-02-14,France
1409,C989,Laptop,Electronics,800,4,2024-08-06,India
1410,C713,Shoes,Fashion,120,5,2024-05-25,France
1411,C427,Headphones,Electronics,80,5,2024-04-27,Australia
1412,C499,Watch,Fashion,200,3,2024-12-12,Australia
1413,C251,Jacket,Fashion,150,5,2024-07-19,USA
1414,C409,Laptop,Electronics,800,3,2024-10-16,France
1415,C161,Phone,Electronics,600,5,2024-05-05,Australia
1416,C515,Tablet,Electronics,300,3,2024-01-16,India
1417,C326,Watch,Fashion,200,3,2024-02-29,USA
1418,C658,Tablet,Electronics,300,2,2024-05-03,Australia
1419,C011,Headphones,Electronics,80,4,2024-04-23,Canada
1420,C260,Headphones,Electronics,80,3,2024-05-28,India
1421,C085,Jacket,Fashion,150,5,2024-09-08,USA
1422,C740,Headphones,Electronics,80,2,2024-02-02,Canada
1423,C181,Tablet,Electronics,300,5,2024-01-03,Germany
1424,C077,Watch,Fashion,200,1,2024-10-28,Australia
1425,C028,Headphones,Electronics,80,3,2024-02-02,USA
1426,C498,Bag,Fashion,50,4,2024-03-17,Australia
1427,C949,Bag,Fashion,50,2,2024-11-20,Canada
1428,C406,Tablet,Electronics,300,2,2024-09-18,USA
1429,C889,Tablet,Electronics,300,2,2024-03-19,India
1430,C491,Headphones,Electronics,80,1,2024-01-19,UK
1431,C103,Jacket,Fashion,150,2,2024-02-13,USA
1432,C090,Watch,Fashion,200,4,2024-05-16,Australia
1433,C063,Bag,Fashion,50,1,2024-10-15,Canada
1434,C287,Headphones,Electronics,80,1,2024-02-21,France
1435,C071,Phone,Electronics,600,2,2024-10-17,USA
1436,C414,Jacket,Fashion,150,4,2024-05-25,Germany
1437,C981,Laptop,Electronics,800,4,2024-08-28,Germany
1438,C114,Shoes,Fashion,120,4,2024-02-23,Canada
1439,C261,Watch,Fashion,200,1,2024-09-25,India
1440,C793,Phone,Electronics,600,3,2024-06-12,UK
1441,C717,Watch,Fashion,200,5,2024-02-10,India
1442,C569,Jacket,Fashion,150,4,2024-10-08,UK
1443,C803,Jacket,Fashion,150,1,2024-01-08,USA
1444,C766,Bag,Fashion,50,5,2024-06-02,USA
1445,C977,Headphones,Electronics,80,4,2024-02-21,UK
1446,C996,Bag,Fashion,50,4,2024-05-31,UK
1447,C999,Headphones,Electronics,80,5,2024-07-12,Germany
1448,C591,Bag,Fashion,50,5,2024-08-05,Canada
1449,C482,Jacket,Fashion,150,4,2024-06-06,Canada
1450,C079,Phone,Electronics,600,3,2024-04-15,India
1451,C847,Phone,Electronics,600,1,2024-02-12,India
1452,C378,Phone,Electronics,600,3,2024-09-30,India
1453,C345,Headphones,Electronics,80,1,2024-01-15,Australia
1454,C941,Shoes,Fashion,120,4,2024-12-12,Germany
1455,C158,Laptop,Electronics,800,4,2024-01-01,Canada
1456,C399,Tablet,Electronics,300,5,2024-03-17,Australia
1457,C733,Watch,Fashion,200,1,2024-12-23,Canada
1458,C325,Watch,Fashion,200,1,2024-01-06,UK
1459,C192,Bag,Fashion,50,5,2024-08-21,USA
1460,C303,Laptop,Electronics,800,4,2024-03-12,Germany
1461,C618,Watch,Fashion,200,3,2024-02-13,France
1462,C294,Watch,Fashion,200,1,2024-03-22,USA
1463,C134,Headphones,Electronics,80,5,2024-09-16,France
1464,C973,Laptop,Electronics,800,2,2024-04-27,UK
1465,C319,Bag,Fashion,50,1,2024-05-29,Canada
1466,C487,Laptop,Electronics,800,3,2024-05-01,Australia
1467,C996,Laptop,Electronics,800,2,2024-09-04,Australia
1468,C787,Shoes,Fashion,120,2,2024-08-18,France
1469,C839,Laptop,Electronics,800,1,2024-10-24,Germany
1470,C606,Bag,Fashion,50,1,2024-10-21,USA
1471,C609,Jacket,Fashion,150,1,2024-11-11,France
1472,C450,Headphones,Electronics,80,4,2024-05-02,USA
1473,C756,Headphones,Electronics,80,5,2024-11-27,France
1474,C716,Phone,Electronics,600,3,2024-05-02,India
