order_id,customer_id,product,category,price,quantity,date,country,revenue
1093,C545,Tablet,Electronics,300,4,2024-09-14,UK,1200
1094,C754,Jacket,Fashion,150,1,2024-08-11,USA,150
1095,C341,Jacket,Fashion,150,1,2024-02-05,USA,150
1096,C402,Headphones,Electronics,80,5,2024-04-30,India,400
1097,C640,Laptop,Electronics,800,3,2024-11-06,Australia,2400
1098,C876,Headphones,Electronics,80,5,2024-07-23,Australia,400
1099,C118,Tablet,Electronics,300,5,2024-03-18,France,1500
1100,C477,Watch,Fashion,200,5,2024-12-29,Canada,1000
1101,C780,Headphones,Electronics,80,4,2024-01-06,France,320
1102,C507,Headphones,Electronics,80,4,2024-07-27,Australia,320
1103,C203,Bag,Fashion,50,3,2024-11-09,Canada,150
1104,C205,Phone,Electronics,600,5,2024-09-05,USA,3000
1105,C253,Shoes,Fashion,120,1,2024-12-07,Germany,120
1106,C709,Laptop,Electronics,800,4,2024-12-03,Canada,3200
1107,C418,Jacket,Fashion,150,3,2024-08-08,UK,450
1108,C622,Bag,Fashion,50,2,2024-11-25,Germany,100
1109,C455,Watch,Fashion,200,2,2024-07-25,Australia,400
1110,C655,Jacket,Fashion,150,2,2024-05-21,Australia,300
1111,C542,Laptop,Electronics,800,3,2024-11-15,Germany,2400
1112,C134,Watch,Fashion,200,4,2024-01-09,Canada,800
1113,C443,Headphones,Electronics,80,4,2024-11-18,Canada,320
1114,C785,Phone,Electronics,600,4,2024-07-26,UK,2400
1115,C335,Headphones,Electronics,80,4,2024-02-23,India,320
1116,C639,Headphones,Electronics,80,5,2024-02-23,Germany,400
1117,C256,Laptop,Electronics,800,3,2024-08-22,Canada,2400
1118,C847,Jacket,Fashion,150,4,2024-03-22,USA,600
1119,C884,Watch,Fashion,200,2,2024-03-14,USA,400
1120,C433,Shoes,Fashion,120,3,2024-05-24,India,360
1121,C515,Laptop,Electronics,800,1,2024-05-31,India,800
1122,C285,Jacket,Fashion,150,3,2024-02-07,Australia,450
1123,C125,Laptop,Electronics,800,1,2024-12-25,Australia,800
1124,C788,Phone,Electronics,600,2,2024-07-10,Canada,1200
1125,C569,Tablet,Electronics,300,5,2024-02-11,India,1500
1126,C943,Phone,Electronics,600,5,2024-12-20,USA,3000
1127,C658,Tablet,Electronics,300,3,2024-09-01,France,900
1128,C624,Jacket,Fashion,150,3,2024-01-30,USA,450
1129,C372,Bag,Fashion,50,1,2024-11-18,Canada,50
1130,C369,Headphones,Electronics,80,1,2024-04-21,UK,80
1131,C697,Tablet,Electronics,300,5,2024-09-16,Australia,1500
1132,C703,Tablet,Electronics,300,3,2024-05-16,France,900
1133,C121,Laptop,Electronics,800,5,2024-05-23,India,4000
1134,C913,Watch,Fashion,200,2,2024-11-14,USA,400
1135,C196,Tablet,Electronics,300,4,2024-07-18,India,1200
1136,C696,Watch,Fashion,200,5,2024-04-01,France,1000
1137,C095,Headphones,Electronics,80,1,2024-05-20,India,80
1138,C682,Headphones,Electronics,80,3,2024-06-25,Germany,240
1139,C268,Bag,Fashion,50,2,2024-02-22,India,100
1140,C853,Tablet,Electronics,300,1,2024-01-13,Germany,300
1141,C523,Phone,Electronics,600,3,2024-12-23,Australia,1800
1142,C861,Headphones,Electronics,80,3,2024-04-20,Germany,240
1143,C664,Jacket,Fashion,150,4,2024-10-15,USA,600
1144,C843,Laptop,Electronics,800,4,2024-04-24,UK,3200
1145,C922,Phone,Electronics,600,1,2024-04-03,Australia,600
1146,C240,Tablet,Electronics,300,2,2024-11-03,Canada,600
1147,C633,Laptop,Electronics,800,5,2024-05-26,UK,4000
1148,C801,Headphones,Electronics,80,5,2024-06-28,UK,400
1149,C918,Tablet,Electronics,300,1,2024-10-09,Germany,300
1150,C629,Shoes,Fashion,120,3,2024-05-30,France,360
1151,C120,Laptop,Electronics,800,2,2024-03-16,Canada,1600
1152,C159,Laptop,Electronics,800,3,2024-02-19,UK,2400
1153,C662,Watch,Fashion,200,3,2024-06-11,Germany,600
1154,C295,Headphones,Electronics,80,2,2024-10-28,UK,160
1155,C928,Phone,Electronics,600,2,2024-05-31,Germany,1200
1156,C732,Tablet,Electronics,300,2,2024-08-26,Germany,600
1157,C908,Bag,Fashion,50,1,2024-09-14,USA,50
1158,C338,Bag,Fashion,50,5,2024-07-06,Canada,250
1159,C798,Shoes,Fashion,120,4,2024-06-29,Germany,480
1160,C438,Phone,Electronics,600,1,2024-04-29,France,600
1161,C309,Watch,Fashion,200,1,2024-01-25,UK,200
1162,C213,Tablet,Electronics,300,4,2024-03-08,USA,1200
1163,C087,Phone,Electronics,600,2,2024-02-15,USA,1200
1164,C196,Bag,Fashion,50,2,2024-05-26,India,100
1165,C036,Jacket,Fashion,150,1,2024-11-26,USA,150
1166,C356,Bag,Fashion,50,2,2024-01-08,Canada,100
1167,C651,Headphones,Electronics,80,4,2024-11-24,UK,320
1168,C497,Bag,Fashion,50,3,2024-08-10,Canada,150
1169,C797,Headphones,Electronics,80,1,2024-12-18,USA,80
1170,C391,Phone,Electronics,600,2,2024-02-13,India,1200
1171,C757,Watch,Fashion,200,4,2024-05-15,Canada,800
1172,C788,Shoes,Fashion,120,5,2024-07-24,Australia,600
1173,C241,Tablet,Electronics,300,5,2024-04-20,Australia,1500
1174,C628,Laptop,Electronics,800,3,2024-07-24,India,2400
1175,C861,Jacket,Fashion,150,3,2024-11-27,Australia,450
1176,C254,Tablet,Electronics,300,4,2024-09-14,France,1200
1177,C429,Phone,Electronics,600,2,2024-07-23,UK,1200
1178,C813,Tablet,Electronics,300,1,2024-07-03,France,300
1179,C608,Laptop,Electronics,800,1,2024-09-10,USA,800
1180,C196,Watch,Fashion,200,5,2024-01-17,India,1000
1181,C238,Bag,Fashion,50,4,2024-09-14,India,200
1182,C776,Shoes,Fashion,120,5,2024-10-21,Canada,600
1183,C391,Headphones,Electronics,80,5,2024-08-02,UK,400
1184,C717,Headphones,Electronics,80,4,2024-05-08,Germany,320
1185,C490,Tablet,Electronics,300,5,2024-07-09,France,1500
1186,C417,Laptop,Electronics,800,5,2024-03-27,India,4000
1187,C363,Headphones,Electronics,80,5,2024-12-12,France,400
1188,C276,Bag,Fashion,50,1,2024-03-01,Germany,50
1189,C895,Headphones,Electronics,80,4,2024-05-04,France,320
1190,C490,Bag,Fashion,50,4,2024-02-23,Canada,200
1191,C530,Tablet,Electronics,300,2,2024-02-19,USA,600
1192,C025,Bag,Fashion,50,4,2024-06-16,USA,200
1193,C695,Laptop,Electronics,800,3,2024-05-01,France,2400
1194,C017,Shoes,Fashion,120,3,2024-11-13,Germany,360
1195,C019,Phone,Electronics,600,1,2024-05-12,UK,600
1196,C094,Tablet,Electronics,300,1,2024-09-24,UK,300
1197,C250,Phone,Electronics,600,4,2024-08-24,USA,2400
1198,C212,Watch,Fashion,200,5,2024-06-01,Canada,1000
1199,C146,Laptop,Electronics,800,1,2024-04-21,India,800
1200,C442,Watch,Fashion,200,5,2024-02-07,Australia,1000
1201,C406,Bag,Fashion,50,1,2024-09-24,Canada,50
1202,C862,Watch,Fashion,200,4,2024-10-04,France,800
1203,C279,Shoes,Fashion,120,2,2024-07-18,India,240
1204,C186,Jacket,Fashion,150,5,2024-04-18,USA,750
1205,C389,Shoes,Fashion,120,3,2024-09-17,UK,360
1206,C769,Phone,Electronics,600,1,2024-05-28,India,600
1207,C120,Jacket,Fashion,150,1,2024-07-07,Australia,150
1208,C574,Shoes,Fashion,120,3,2024-07-15,USA,360
1209,C105,Tablet,Electronics,300,5,2024-11-30,Germany,1500
1210,C353,Laptop,Electronics,800,3,2024-02-04,UK,2400
1211,C239,Shoes,Fashion,120,2,2024-01-11,UK,240
1212,C591,Phone,Electronics,600,4,2024-08-09,Australia,2400
1213,C322,Watch,Fashion,200,3,2024-07-06,India,600
1214,C626,Phone,Electronics,600,3,2024-06-17,Canada,1800
1215,C540,Jacket,Fashion,150,5,2024-06-14,Australia,750
1216,C267,Shoes,Fashion,120,3,2024-06-05,France,360
1217,C129,Watch,Fashion,200,3,2024-07-24,Germany,600
1218,C547,Laptop,Electronics,800,1,2024-07-25,Australia,800
1219,C541,Laptop,Electronics,800,1,2024-08-14,Canada,800
1220,C989,Tablet,Electronics,300,5,2024-01-22,Canada,1500
1221,C152,Headphones,Electronics,80,2,2024-07-24,France,160
1222,C779,Headphones,Electronics,80,1,2024-09-28,India,80
1223,C517,Headphones,Electronics,80,5,2024-07-17,UK,400
1224,C838,Phone,Electronics,600,2,2024-04-21,Australia,1200
1225,C161,Shoes,Fashion,120,3,2024-10-07,UK,360
1226,C858,Phone,Electronics,600,1,2024-10-29,Canada,600
1227,C332,Shoes,Fashion,120,5,2024-03-04,Canada,600
1228,C362,Shoes,Fashion,120,3,2024-08-18,France,360
1229,C107,Phone,Electronics,600,5,2024-05-14,UK,3000
1230,C410,Phone,Electronics,600,4,2024-07-22,UK,2400
1231,C827,Headphones,Electronics,80,1,2024-04-09,Canada,80
1232,C730,Watch,Fashion,200,5,2024-11-04,Australia,1000
1233,C204,Phone,Electronics,600,4,2024-03-26,Canada,2400
1234,C207,Watch,Fashion,200,1,2024-06-12,Australia,200
1235,C588,Watch,Fashion,200,3,2024-04-21,USA,600
1236,C645,Phone,Electronics,600,4,2024-07-01,Canada,2400
1237,C079,Laptop,Electronics,800,2,2024-04-09,Australia,1600
1238,C929,Watch,Fashion,200,5,2024-07-26,UK,1000
1239,C374,Shoes,Fashion,120,3,2024-04-09,France,360
1240,C078,Bag,Fashion,50,1,2024-10-27,India,50
1241,C282,Phone,Electronics,600,3,2024-04-15,UK,1800
1242,C540,Laptop,Electronics,800,4,2024-03-01,USA,3200
1243,C484,Headphones,Electronics,80,2,2024-10-06,UK,160
1244,C644,Phone,Electronics,600,3,2024-12-09,Canada,1800
1245,C565,Watch,Fashion,200,3,2024-03-24,UK,600
1246,C893,Phone,Electronics,600,5,2024-10-29,Canada,3000
1247,C895,Bag,Fashion,50,5,2024-11-30,India,250
1248,C773,Headphones,Electronics,80,1,2024-05-01,France,80
1249,C208,Headphones,Electronics,80,5,2024-10-27,France,400
1250,C151,Tablet,Electronics,300,2,2024-03-13,USA,600
1251,C533,Phone,Electronics,600,5,2024-04-27,Canada,3000
1252,C618,Headphones,Electronics,80,1,2024-02-11,France,80
1253,C643,Tablet,Electronics,300,3,2024-08-08,France,900
1254,C954,Headphones,Electronics,80,1,2024-02-15,India,80
1255,C802,Shoes,Fashion,120,1,2024-07-28,France,120
1256,C084,Headphones,Electronics,80,1,2024-04-23,Australia,80
1257,C961,Laptop,Electronics,800,2,2024-01-04,UK,1600
1258,C346,Bag,Fashion,50,1,2024-01-15,France,50
1259,C827,Tablet,Electronics,300,4,2024-03-10,Canada,1200
1260,C217,Bag,Fashion,50,1,2024-07-05,Australia,50
1261,C436,Laptop,Electronics,800,3,2024-06-09,Germany,2400
1262,C733,Shoes,Fashion,120,4,2024-09-12,India,480
1263,C607,Shoes,Fashion,120,5,2024-08-01,USA,600
1264,C183,Laptop,Electronics,800,3,2024-12-15,France,2400
1265,C097,Laptop,Electronics,800,3,2024-05-21,USA,2400
1266,C240,Jacket,Fashion,150,5,2024-08-14,Germany,750
1267,C762,Headphones,Electronics,80,3,2024-12-21,India,240
1268,C824,Watch,Fashion,200,2,2024-09-17,Australia,400
1269,C316,Bag,Fashion,50,3,2024-06-12,UK,150
1270,C205,Shoes,Fashion,120,5,2024-08-31,Australia,600
1271,C812,Jacket,Fashion,150,5,2024-07-08,France,750
1272,C956,Bag,Fashion,50,4,2024-04-19,Australia,200
1273,C291,Headphones,Electronics,80,4,2024-11-08,UK,320
1274,C476,Tablet,Electronics,300,1,2024-05-08,Canada,300
1275,C238,Laptop,Electronics,800,3,2024-05-10,India,2400
1276,C166,Bag,Fashion,50,4,2024-12-03,Germany,200
1277,C487,Headphones,Electronics,80,1,2024-11-06,UK,80
1278,C304,Phone,Electronics,600,1,2024-06-02,Canada,600
1279,C360,Shoes,Fashion,120,2,2024-02-01,Australia,240
1280,C224,Shoes,Fashion,120,2,2024-09-11,Australia,240
1281,C307,Headphones,Electronics,80,5,2024-02-16,Australia,400
1282,C792,Tablet,Electronics,300,5,2024-05-27,Australia,1500
1283,C737,Shoes,Fashion,120,4,2024-03-26,Australia,480
1284,C342,Phone,Electronics,600,3,2024-11-23,India,1800
1285,C942,Jacket,Fashion,150,4,2024-10-21,Germany,600
1286,C749,Laptop,Electronics,800,2,2024-06-08,UK,1600
1287,C187,Tablet,Electronics,300,3,2024-02-08,France,900
1288,C626,Phone,Electronics,600,1,2024-10-02,Canada,600
1289,C334,Headphones,Electronics,80,2,2024-12-13,France,160
1290,C990,Headphones,Electronics,80,2,2024-03-27,Australia,160
1291,C654,Tablet,Electronics,300,5,2024-09-23,France,1500
1292,C098,Shoes,Fashion,120,3,2024-08-21,India,360
1293,C090,Jacket,Fashion,150,1,2024-11-16,Germany,150
1294,C596,Headphones,Electronics,80,5,2024-10-23,UK,400
1295,C272,Tablet,Electronics,300,5,2024-08-21,India,1500
1296,C666,Headphones,Electronics,80,5,2024-02-10,Canada,400
1297,C418,Shoes,Fashion,120,5,2024-03-06,UK,600
1298,C674,Headphones,Electronics,80,1,2024-03-06,Germany,80
1299,C518,Laptop,Electronics,800,4,2024-02-14,India,3200
1300,C431,Laptop,Electronics,800,5,2024-05-25,Germany,4000
1301,C894,Phone,Electronics,600,2,2024-08-12,Australia,1200
1302,C065,Shoes,Fashion,120,5,2024-12-11,France,600
1303,C620,Shoes,Fashion,120,1,2024-03-19,France,120
1304,C421,Bag,Fashion,50,2,2024-03-01,France,100
1305,C930,Tablet,Electronics,300,5,2024-09-26,India,1500
1306,C045,Phone,Electronics,600,1,2024-10-31,Germany,600
1307,C877,Phone,Electronics,600,1,2024-11-06,Germany,600
1308,C684,Tablet,Electronics,300,3,2024-01-23,France,900
1309,C369,Headphones,Electronics,80,1,2024-06-20,USA,80
1310,C695,Phone,Electronics,600,3,2024-08-13,India,1800
1311,C042,Headphones,Electronics,80,3,2024-04-28,USA,240
1312,C608,Phone,Electronics,600,4,2024-06-28,Australia,2400
1313,C737,Shoes,Fashion,120,2,2024-05-26,France,240
1314,C566,Phone,Electronics,600,3,2024-08-25,Australia,1800
1315,C759,Headphones,Electronics,80,4,2024-06-08,USA,320
1316,C886,Shoes,Fashion,120,4,2024-09-24,Canada,480
1317,C511,Laptop,Electronics,800,2,2024-08-21,Australia,1600
1318,C994,Phone,Electronics,600,1,2024-06-01,Canada,600
1319,C132,Watch,Fashion,200,4,2024-09-04,Germany,800
1320,C880,Headphones,Electronics,80,4,2024-04-16,UK,320
1321,C642,Bag,Fashion,50,3,2024-01-08,Australia,150
1322,C879,Bag,Fashion,50,4,2024-01-02,USA,200
1323,C601,Phone,Electronics,600,1,2024-08-19,India,600
1324,C499,Watch,Fashion,200,4,2024-03-05,UK,800
1325,C618,Shoes,Fashion,120,4,2024-05-19,France,480
1326,C061,Shoes,Fashion,120,4,2024-04-17,Australia,480
1327,C709,Watch,Fashion,200,4,2024-06-12,Canada,800
1328,C766,Shoes,Fashion,120,2,2024-03-18,UK,240
1329,C844,Watch,Fashion,200,1,2024-09-16,France,200
1330,C212,Jacket,Fashion,150,1,2024-08-01,Germany,150
1331,C979,Jacket,Fashion,150,3,2024-07-10,Germany,450
1332,C009,Laptop,Electronics,800,2,2024-10-28,Germany,1600
1333,C050,Watch,Fashion,200,4,2024-09-06,USA,800
1334,C770,Laptop,Electronics,800,5,2024-09-23,Canada,4000
1335,C971,Laptop,Electronics,800,1,2024-11-20,India,800
1336,C351,Tablet,Electronics,300,4,2024-03-17,USA,1200
1337,C327,Headphones,Electronics,80,3,2024-05-01,France,240
1338,C080,Bag,Fashion,50,4,2024-08-14,Australia,200
1339,C613,Headphones,Electronics,80,4,2024-06-03,Australia,320
1340,C539,Laptop,Electronics,800,4,2024-04-13,India,3200
1341,C864,Jacket,Fashion,150,1,2024-03-25,Australia,150
1342,C098,Bag,Fashion,50,2,2024-05-10,Germany,100
1343,C798,Tablet,Electronics,300,3,2024-11-04,UK,900
1344,C247,Laptop,Electronics,800,5,2024-03-04,India,4000
1345,C609,Shoes,Fashion,120,5,2024-09-05,Australia,600
1346,C049,Phone,Electronics,600,4,2024-05-08,UK,2400
1347,C824,Laptop,Electronics,800,1,2024-01-05,Germany,800
1348,C257,Phone,Electronics,600,1,2024-03-09,Australia,600
1349,C267,Tablet,Electronics,300,3,2024-04-30,UK,900
1350,C736,Headphones,Electronics,80,1,2024-11-06,UK,80
1351,C693,Phone,Electronics,600,3,2024-11-02,USA,1800
1352,C207,Headphones,Electronics,80,2,2024-06-13,Australia,160
1353,C528,Jacket,Fashion,150,4,2024-08-23,Australia,600
1354,C306,Shoes,Fashion,120,5,2024-03-02,Canada,600
1355,C730,Tablet,Electronics,300,3,2024-12-02,Australia,900
1356,C844,Watch,Fashion,200,5,2024-08-03,Australia,1000
1357,C449,Phone,Electronics,600,5,2024-01-10,India,3000
1358,C672,Tablet,Electronics,300,1,2024-11-15,Australia,300
1359,C842,Headphones,Electronics,80,2,2024-12-03,UK,160
1360,C954,Headphones,Electronics,80,1,2024-11-10,USA,80
1361,C959,Watch,Fashion,200,5,2024-08-12,UK,1000
1362,C814,Tablet,Electronics,300,5,2024-11-26,India,1500
1363,C640,Laptop,Electronics,800,1,2024-12-02,UK,800
1364,C500,Headphones,Electronics,80,2,2024-06-27,France,160
1365,C579,Watch,Fashion,200,1,2024-02-03,France,200
1366,C276,Tablet,Electronics,300,2,2024-08-28,Canada,600
1367,C195,Phone,Electronics,600,3,2024-10-16,France,1800
1368,C778,Headphones,Electronics,80,2,2024-10-11,Canada,160
1369,C483,Headphones,Electronics,80,1,2024-01-09,France,80
1370,C143,Watch,Fashion,200,1,2024-07-13,Australia,200
1371,C600,Bag,Fashion,50,4,2024-01-04,Germany,200
1372,C624,Laptop,Electronics,800,3,2024-10-15,Germany,2400
1373,C430,Phone,Electronics,600,2,2024-04-06,France,1200
1374,C772,Bag,Fashion,50,4,2024-07-22,UK,200
1375,C923,Phone,Electronics,600,1,2024-08-14,UK,600
1376,C940,Shoes,Fashion,120,1,2024-07-20,India,120
1377,C619,Headphones,Electronics,80,2,2024-03-06,France,160
1378,C863,Phone,Electronics,600,2,2024-09-09,Germany,1200
1379,C568,Tablet,Electronics,300,4,2024-04-28,Germany,1200
1380,C008,Bag,Fashion,50,5,2024-01-22,India,250
1381,C808,Shoes,Fashion,120,3,2024-03-22,USA,360
1382,C875,Shoes,Fashion,120,3,2024-11-21,Germany,360
1383,C034,Watch,Fashion,200,1,2024-04-07,UK,200
1384,C698,Watch,Fashion,200,2,2024-09-23,India,400
1385,C680,Headphones,Electronics,80,2,2024-10-05,France,160
1386,C243,Bag,Fashion,50,1,2024-07-24,Canada,50
1387,C678,Phone,Electronics,600,1,2024-02-10,Germany,600
1388,C280,Watch,Fashion,200,5,2024-05-26,France,1000
1389,C652,Shoes,Fashion,120,2,2024-12-08,France,240
1390,C438,Tablet,Electronics,300,2,2024-03-15,India,600
1391,C726,Laptop,Electronics,800,5,2024-06-18,USA,4000
1392,C115,Bag,Fashion,50,2,2024-07-30,USA,100
1393,C869,Laptop,Electronics,800,4,2024-05-05,France,3200
1394,C531,Bag,Fashion,50,3,2024-12-01,France,150
1395,C575,Bag,Fashion,50,3,2024-12-15,Germany,150
1396,C445,Headphones,Electronics,80,4,2024-10-22,Australia,320
1397,C409,Bag,Fashion,50,3,2024-06-30,Australia,150
1398,C097,Bag,Fashion,50,1,2024-12-29,Australia,50
1399,C447,Jacket,Fashion,150,4,2024-06-25,Australia,600
1400,C042,Headphones,Electronics,80,5,2024-02-22,USA,400
1401,C617,Tablet,Electronics,300,2,2024-10-19,France,600
1402,C601,Bag,Fashion,50,4,2024-03-18,UK,200
1403,C185,Watch,Fashion,200,3,2024-08-24,France,600
1404,C453,Watch,Fashion,200,3,2024-10-17,India,600
1405,C046,Watch,Fashion,200,5,2024-08-31,USA,1000
1406,C597,Watch,Fashion,200,1,2024-05-30,Canada,200
1407,C963,Jacket,Fashion,150,4,2024-01-29,Canada,600
1408,C422,Bag,Fashion,50,3,2024-02-14,France,150
1409,C989,Laptop,Electronics,800,4,2024-08-06,India,3200
1410,C713,Shoes,Fashion,120,5,2024-05-25,France,600
1411,C427,Headphones,Electronics,80,5,2024-04-27,Australia,400
1412,C499,Watch,Fashion,200,3,2024-12-12,Australia,600
1413,C251,Jacket,Fashion,150,5,2024-07-19,USA,750
1414,C409,Laptop,Electronics,800,3,2024-10-16,France,2400
1415,C161,Phone,Electronics,600,5,2024-05-05,Australia,3000
1416,C515,Tablet,Electronics,300,3,2024-01-16,India,900
1417,C326,Watch,Fashion,200,3,2024-02-29,USA,600
1418,C658,Tablet,Electronics,300,2,2024-05-03,Australia,600
1419,C011,Headphones,Electronics,80,4,2024-04-23,Canada,320
1420,C260,Headphones,Electronics,80,3,2024-05-28,India,240
1421,C085,Jacket,Fashion,150,5,2024-09-08,USA,750
1422,C740,Headphones,Electronics,80,2,2024-02-02,Canada,160
1423,C181,Tablet,Electronics,300,5,2024-01-03,Germany,1500
1424,C077,Watch,Fashion,200,1,2024-10-28,Australia,200
1425,C028,Headphones,Electronics,80,3,2024-02-02,USA,240
1426,C498,Bag,Fashion,50,4,2024-03-17,Australia,200
1427,C949,Bag,Fashion,50,2,2024-11-20,Canada,100
1428,C406,Tablet,Electronics,300,2,2024-09-18,USA,600
1429,C889,Tablet,Electronics,300,2,2024-03-19,India,600
1430,C491,Headphones,Electronics,80,1,2024-01-19,UK,80
1431,C103,Jacket,Fashion,150,2,2024-02-13,USA,300
1432,C090,Watch,Fashion,200,4,2024-05-16,Australia,800
1433,C063,Bag,Fashion,50,1,2024-10-15,Canada,50
1434,C287,Headphones,Electronics,80,1,2024-02-21,France,80
1435,C071,Phone,Electronics,600,2,2024-10-17,USA,1200
1436,C414,Jacket,Fashion,150,4,2024-05-25,Germany,600
1437,C981,Laptop,Electronics,800,4,2024-08-28,Germany,3200
1438,C114,Shoes,Fashion,120,4,2024-02-23,Canada,480
1439,C261,Watch,Fashion,200,1,2024-09-25,India,200
1440,C793,Phone,Electronics,600,3,2024-06-12,UK,1800
